Origem,Destino,Distancia
ACRELANDIA,BELO ORIENTE,3810.174770597287
ACRELANDIA,BELO VALE,3667.3935597607237
ACRELANDIA,BERILO,3719.338883338626
ACRELANDIA,BERIZAL,3779.3270642466973
ACRELANDIA,BERTOPOLIS,3987.416537341453
ACRELANDIA,BETIM,3620.5357505537704
ACRELANDIA,BIAS FORTES,3773.3967143085356
ACRELANDIA,BICAS,3869.92565414722
ACRELANDIA,BIQUINHAS,3383.851439019256
ACRELANDIA,BOA ESPERANCA,3511.641394612337
ACRELANDIA,BOCAINA DE MINAS,3728.641424194748
ACRELANDIA,BOCAIUVA,3537.1211097070764
ACRELANDIA,BOM DESPACHO,3468.7879752916047
ACRELANDIA,BOM JARDIM DE MINAS,3739.2777741787036
ACRELANDIA,BOM JESUS DA PENHA,3385.569840022275
ACRELANDIA,BOM JESUS DO AMPARO,3701.6216621456356
ACRELANDIA,BOM JESUS DO GALHO,3861.942864469491
ACRELANDIA,BOM REPOUSO,3534.98082063225
ACRELANDIA,BOM SUCESSO,3610.7084175326627
ACRELANDIA,BONFIM,3635.492697549645
ACRELANDIA,BONFINOPOLIS DE MINAS,3213.6113656564557
ACRELANDIA,BONITO DE MINAS,3343.5138397411233
ACRELANDIA,BORDA DA MATA,3518.0148212599383
ACRELANDIA,BOTELHOS,3444.298312197248
ACRELANDIA,BOTUMIRIM,3639.7513772292355
ACRELANDIA,BRAS PIRES,3798.3978737049106
ACRELANDIA,BRASILANDIA DE MINAS,3231.164529579878
ACRELANDIA,BRASILIA DE MINAS,3418.822586384809
ACRELANDIA,BRASOPOLIS,3600.641422686615
ACRELANDIA,BRAUNAS,3771.216391814795
ACRELANDIA,BRUMADINHO,3629.2301589459994
ACRELANDIA,BUENO BRANDAO,3507.364250298574
ACRELANDIA,BUENOPOLIS,3518.122331676688
ACRELANDIA,BUGRE,3851.896396065883
ACRELANDIA,BURITIS,3117.3582092727493
ACRELANDIA,BURITIZEIRO,3388.6943784686578
ACRELANDIA,CABECEIRA GRANDE,3039.5741813242726
ACRELANDIA,CABO VERDE,3433.166776771708
ACRELANDIA,CACHOEIRA DA PRATA,3562.3822327858356
ACRELANDIA,CACHOEIRA DE MINAS,3571.3216505369073
ACRELANDIA,CACHOEIRA DE PAJEU,3824.4440547432937
ACRELANDIA,CACHOEIRA DOURADA,2843.0878457099057
ACRELANDIA,CAETANOPOLIS,3555.514774234484
ACRELANDIA,CAETE,3684.6337208801547
ACRELANDIA,CAIANA,3958.1059454099586
ACRELANDIA,CAJURI,3849.5838843934184
ACRELANDIA,CALDAS,3466.0148031871304
ACRELANDIA,CAMACHO,3534.2773365981116
ACRELANDIA,CAMANDUCAIA,3555.6309685365095
ACRELANDIA,CAMBUI,3556.1309749595184
ACRELANDIA,CAMBUQUIRA,3595.7710930521057
ACRELANDIA,CAMPANARIO,3867.515773770195
ACRELANDIA,CAMPANHA,3580.7361615120203
ACRELANDIA,CAMPESTRE,3468.4089229515203
ACRELANDIA,CAMPINA VERDE,2913.3263130040427
ACRELANDIA,CAMPO AZUL,3375.205095060198
ACRELANDIA,CAMPO BELO,3535.6773550350317
ACRELANDIA,CAMPO DO MEIO,3478.226059860012
ACRELANDIA,CAMPO FLORIDO,3043.5734248301883
ACRELANDIA,CAMPOS ALTOS,3346.58366060251
ACRELANDIA,CAMPOS GERAIS,3496.8449804762545
ACRELANDIA,CANA VERDE,3555.3226354275535
ACRELANDIA,CANAA,3865.7476983400006
ACRELANDIA,CANAPOLIS,2895.086653459881
ACRELANDIA,CANDEIAS,3527.548606315159
ACRELANDIA,CANTAGALO,3759.4045736186604
ACRELANDIA,CAPARAO,3952.476834141859
ACRELANDIA,CAPELA NOVA,3750.5099279113024
ACRELANDIA,CAPELINHA,3739.9824768803674
ACRELANDIA,CAPETINGA,3292.196148402377
ACRELANDIA,CAPIM BRANCO,3608.430869347343
ACRELANDIA,CAPINOPOLIS,2844.944579350388
ACRELANDIA,CAPITAO ANDRADE,3887.887884192979
ACRELANDIA,CAPITAO ENEAS,3522.5355215214427
ACRELANDIA,CAPITOLIO,3418.672916057261
ACRELANDIA,CAPUTIRA,3884.892421622824
ACRELANDIA,CARAI,3834.847118813177
ACRELANDIA,CARANAIBA,3732.0870508324506
ACRELANDIA,CARANDAI,3727.7411897389584
ACRELANDIA,CARANGOLA,3947.0864717499912
ACRELANDIA,CARATINGA,3884.476021190357
ACRELANDIA,CARBONITA,3664.2526823851704
ACRELANDIA,CAREACU,3559.2723833976756
ACRELANDIA,CARLOS CHAGAS,3982.681095944765
ACRELANDIA,CARMESIA,3714.7411039222006
ACRELANDIA,CARMO DA CACHOEIRA,3578.5838196819273
ACRELANDIA,CARMO DA MATA,3566.04072011133
ACRELANDIA,CARMO DE MINAS,3635.2121309122044
ACRELANDIA,CARMO DO CAJURU,3557.1875032433322
ACRELANDIA,CARMO DO PARANAIBA,3288.4886039702715
ACRELANDIA,CARMO DO RIO CLARO,3434.411292783917
ACRELANDIA,CARMOPOLIS DE MINAS,3596.4058251791703
ACRELANDIA,CARNEIRINHO,2776.0456986205686
ACRELANDIA,CARRANCAS,3652.9986672820723
ACRELANDIA,CARVALHOPOLIS,3522.0327138364496
ACRELANDIA,CARVALHOS,3709.3348029112276
ACRELANDIA,CASA GRANDE,3701.565257982293
ACRELANDIA,CASCALHO RICO,3058.8952850111355
ACRELANDIA,CASSIA,3306.5615339406163
ACRELANDIA,CATAGUASES,3895.9969100385797
ACRELANDIA,CATAS ALTAS,3730.3842262234975
ACRELANDIA,CATAS ALTAS DA NORUEGA,3752.8293225889865
ACRELANDIA,CATUJI,3864.502102272129
ACRELANDIA,CATUTI,3598.689860555037
ACRELANDIA,CAXAMBU,3648.6642754380932
ACRELANDIA,CEDRO DO ABAETE,3375.353280769785
ACRELANDIA,CENTRAL DE MINAS,3949.6154082970083
ACRELANDIA,CENTRALINA,2887.546413366625
ACRELANDIA,CHACARA,3845.2013498690226
ACRELANDIA,CHALE,3956.7654311737765
ACRELANDIA,CHAPADA DO NORTE,3714.2161433557944
ACRELANDIA,CHAPADA GAUCHA,3221.0835521526838
ACRELANDIA,CHIADOR,3887.026863127811
ACRELANDIA,CIPOTANEA,3781.700372841156
ACRELANDIA,CLARAVAL,3251.064521757802
ACRELANDIA,CLARO DOS POCOES,3482.3242464219666
ACRELANDIA,CLAUDIO,3573.68813391965
ACRELANDIA,COIMBRA,3851.6161382780306
ACRELANDIA,COLUNA,3716.8295483658217
ACRELANDIA,COMENDADOR GOMES,2974.5949719650653
ACRELANDIA,COMERCINHO,3791.693878932045
ACRELANDIA,CONCEICAO DA APARECIDA,3431.046867422996
ACRELANDIA,CONCEICAO DA BARRA DE MINAS,3652.0122461219826
ACRELANDIA,CONCEICAO DAS ALAGOAS,3077.666233343239
ACRELANDIA,CONCEICAO DAS PEDRAS,3597.199787598188
ACRELANDIA,CONCEICAO DE IPANEMA,3949.569210641227
ACRELANDIA,CONCEICAO DO MATO DENTRO,3674.7040840919844
ACRELANDIA,CONCEICAO DO PARA,3517.0529221315032
ACRELANDIA,CONCEICAO DO RIO VERDE,3623.9412829204225
ACRELANDIA,CONCEICAO DOS OUROS,3573.1737630700995
ACRELANDIA,CONEGO MARINHO,3390.8536528724453
ACRELANDIA,CONFINS,3630.3942561719446
ACRELANDIA,CONGONHAL,3525.2713276869695
ACRELANDIA,CONGONHAS,3695.208907860264
ACRELANDIA,CONGONHAS DO NORTE,3628.6681107180175
ACRELANDIA,CONQUISTA,3185.355869573755
ACRELANDIA,CONSELHEIRO LAFAIETE,3713.4522274942397
ACRELANDIA,CONSELHEIRO PENA,3944.257789236537
ACRELANDIA,CONSOLACAO,3567.481143716185
ACRELANDIA,CONTAGEM,3637.2798396484345
ACRELANDIA,COQUEIRAL,3532.627491085523
ACRELANDIA,CORACAO DE JESUS,3444.651633101477
ACRELANDIA,CORDISBURGO,3558.707207087109
ACRELANDIA,CORDISLANDIA,3540.7582585501027
ACRELANDIA,CORINTO,3504.765696755526
ACRELANDIA,COROACI,3810.0602780656973
ACRELANDIA,COROMANDEL,3141.4670375910273
ACRELANDIA,CORONEL FABRICIANO,3805.2883613988492
ACRELANDIA,CORONEL MURTA,3746.9465900992323
ACRELANDIA,CORONEL PACHECO,3834.6455398915014
ACRELANDIA,CORONEL XAVIER CHAVES,3677.9036064086545
ACRELANDIA,CORREGO DANTA,3389.335047982051
ACRELANDIA,CORREGO DO BOM JESUS,3561.225374816439
ACRELANDIA,CORREGO FUNDO,3471.9140251295107
ACRELANDIA,CORREGO NOVO,3851.7801048952792
ACRELANDIA,COUTO DE MAGALHAES DE MINAS,3623.85225373634
ACRELANDIA,CRISOLITA,3945.4467609892736
ACRELANDIA,CRISTAIS,3503.8776391942724
ACRELANDIA,CRISTALIA,3658.198532384993
ACRELANDIA,CRISTIANO OTONI,3720.705556645667
ACRELANDIA,CRISTINA,3624.0916248390286
ACRELANDIA,CRUCILANDIA,3625.923736321083
ACRELANDIA,CRUZEIRO DA FORTALEZA,3237.7369829606846
ACRELANDIA,CRUZILIA,3655.588882388227
ACRELANDIA,CUPARAQUE,3986.707605703456
ACRELANDIA,CURRAL DE DENTRO,3773.986562036705
ACRELANDIA,CURVELO,3525.388111242889
ACRELANDIA,DATAS,3615.8669674788816
ACRELANDIA,DELFIM MOREIRA,3641.8836548439335
ACRELANDIA,DELFINOPOLIS,3299.6570807819503
ACRELANDIA,DELTA,3158.7642530266976
ACRELANDIA,DESCOBERTO,3865.92190024584
ACRELANDIA,DESTERRO DE ENTRE RIOS,3642.247766872858
ACRELANDIA,DESTERRO DO MELO,3776.3083505221457
ACRELANDIA,DIAMANTINA,3613.6119571647355
ACRELANDIA,DIOGO DE VASCONCELOS,3780.2117133745287
ACRELANDIA,DIONISIO,3801.7298300627126
ACRELANDIA,DIVINESIA,3833.5104243782275
ACRELANDIA,DIVINO,3924.953451481092
ACRELANDIA,DIVINO DAS LARANJEIRAS,3925.4928191004406
ACRELANDIA,DIVINOLANDIA DE MINAS,3775.9446764653876
ACRELANDIA,DIVINOPOLIS,3539.990959810392
ACRELANDIA,DIVISA ALEGRE,3839.1573567118166
ACRELANDIA,DIVISA NOVA,3460.738537228207
ACRELANDIA,DIVISOPOLIS,3887.521122011368
ACRELANDIA,DOM BOSCO,3178.6027742322044
ACRELANDIA,DOM CAVATI,3868.3558203606976
ACRELANDIA,DOM JOAQUIM,3694.210315615314
ACRELANDIA,DOM SILVERIO,3793.166958576176
ACRELANDIA,DOM VICOSO,3639.1916973075436
ACRELANDIA,DONA EUZEBIA,3876.463858084137
ACRELANDIA,DORES DE CAMPOS,3708.3849611905257
ACRELANDIA,DORES DE GUANHAES,3742.916905702017
ACRELANDIA,DORES DO INDAIA,3407.6553719291605
ACRELANDIA,DORES DO TURVO,3809.0371868824755
ACRELANDIA,DORESOPOLIS,3417.139980441756
ACRELANDIA,DOURADOQUARA,3086.3836043333154
ACRELANDIA,DURANDE,3950.0739827706143
ACRELANDIA,ELOI MENDES,3545.953544230584
ACRELANDIA,ENGENHEIRO CALDAS,3869.0107431963484
ACRELANDIA,ENGENHEIRO NAVARRO,3524.8706052090047
ACRELANDIA,ENTRE FOLHAS,3862.826768136653
ACRELANDIA,ENTRE RIOS DE MINAS,3677.7439800178377
ACRELANDIA,ERVALIA,3870.6113963772273
ACRELANDIA,ESMERALDAS,3593.8081608851367
ACRELANDIA,ESPERA FELIZ,3958.6313412099694
ACRELANDIA,ESPINOSA,3608.9279708981826
ACRELANDIA,ESPIRITO SANTO DO DOURADO,3527.281351986938
ACRELANDIA,ESTIVA,3550.0178638047346
ACRELANDIA,ESTRELA DALVA,3946.6092952816293
ACRELANDIA,ESTRELA DO INDAIA,3387.491873247558
ACRELANDIA,ESTRELA DO SUL,3092.4098828097813
ACRELANDIA,EUGENOPOLIS,3945.6840223163704
ACRELANDIA,EWBANK DA CAMARA,3800.900729397364
ACRELANDIA,EXTREMA,3542.730978263132
ACRELANDIA,FAMA,3499.3762596229444
ACRELANDIA,FARIA LEMOS,3949.509731011961
ACRELANDIA,FELICIO DOS SANTOS,3655.2888851475236
ACRELANDIA,FELISBURGO,3947.243735916524
ACRELANDIA,FELIXLANDIA,3463.738797237692
ACRELANDIA,FERNANDES TOURINHO,3860.858625142556
ACRELANDIA,FERROS,3738.082561643406
ACRELANDIA,FERVEDOURO,3913.7547276603036
ACRELANDIA,FLORESTAL,3584.621652730064
ACRELANDIA,FORMIGA,3489.8314953398612
ACRELANDIA,FORMOSO,3121.923277620308
ACRELANDIA,FORTALEZA DE MINAS,3350.3247574059073
ACRELANDIA,FORTUNA DE MINAS,3565.849339381537
ACRELANDIA,FRANCISCO BADARO,3736.1007573009847
ACRELANDIA,FRANCISCO DUMONT,3487.4530291278643
ACRELANDIA,FRANCISCO SA,3559.941378468911
ACRELANDIA,FRANCISCOPOLIS,3820.9544337752204
ACRELANDIA,FREI GASPAR,3904.7984006781394
ACRELANDIA,FREI INOCENCIO,3855.702693064361
ACRELANDIA,FREI LAGONEGRO,3724.7903469632447
ACRELANDIA,FRONTEIRA,3001.1923979622575
ACRELANDIA,FRONTEIRA DOS VALES,3932.8673178532213
ACRELANDIA,FRUTA DE LEITE,3682.3689003495674
ACRELANDIA,FRUTAL,3015.0649416240735
ACRELANDIA,FUNILANDIA,3606.995672983907
ACRELANDIA,GALILEIA,3928.182191350795
ACRELANDIA,GAMELEIRAS,3568.676959716382
ACRELANDIA,GLAUCILANDIA,3544.2739870974337
ACRELANDIA,GOIABEIRA,3969.8756515796454
ACRELANDIA,GOIANA,3839.3105982505604
ACRELANDIA,GONCALVES,3583.250352306037
ACRELANDIA,GONZAGA,3793.110288435657
ACRELANDIA,GOUVEA,3604.1262038106315
ACRELANDIA,GOVERNADOR VALADARES,3866.3614211814584
ACRELANDIA,GRAO MOGOL,3645.3548487221115
ACRELANDIA,GRUPIARA,3073.9847325309684
ACRELANDIA,GUANHAES,3728.53429209976
ACRELANDIA,GUAPE,3446.055234591607
ACRELANDIA,GUARACIABA,3810.014744794151
ACRELANDIA,GUARACIAMA,3553.0782737564286
ACRELANDIA,GUARANESIA,3369.856429631895
ACRELANDIA,GUARANI,3849.161599288125
ACRELANDIA,GUARARA,3873.0830113588236
ACRELANDIA,GUARDA-MOR,3118.8353349982476
ACRELANDIA,GUAXUPE,3381.708745133978
ACRELANDIA,GUIDOVAL,3869.8456994730545
ACRELANDIA,GUIMARANIA,3216.2927460862493
ACRELANDIA,GUIRICEMA,3871.7221245950636
ACRELANDIA,GURINHATA,2853.517479899382
ACRELANDIA,HELIODORA,3579.1611101720714
ACRELANDIA,IAPU,3856.4001956039497
ACRELANDIA,IBERTIOGA,3736.168758286364
ACRELANDIA,IBIA,3286.764231285361
ACRELANDIA,IBIAI,3375.2771214213517
ACRELANDIA,IBIRACATU,3437.526967690297
ACRELANDIA,IBIRACI,3273.3759376919174
ACRELANDIA,IBIRITE,3642.212667687399
ACRELANDIA,IBITIURA DE MINAS,3468.724158367474
ACRELANDIA,IBITURUNA,3619.4566357946214
ACRELANDIA,ICARAI DE MINAS,3351.953297043753
ACRELANDIA,IGARAPE,3612.2309624427576
ACRELANDIA,IGARATINGA,3553.170214409497
ACRELANDIA,IGUATAMA,3434.8687564365914
ACRELANDIA,IJACI,3597.8321323222062
ACRELANDIA,ILICINEA,3467.1469155062823
ACRELANDIA,IMBE DE MINAS,3896.218535991466
ACRELANDIA,INCONFIDENTES,3501.4681388607046
ACRELANDIA,INDAIABIRA,3712.079163911585
ACRELANDIA,INDIANOPOLIS,3081.110936617703
ACRELANDIA,INGAI,3613.755450012638
ACRELANDIA,INHAPIM,3873.716250233202
ACRELANDIA,INHAUMA,3568.7149450795596
ACRELANDIA,INIMUTABA,3533.3104062001976
ACRELANDIA,IPABA,3828.5964486513617
ACRELANDIA,IPANEMA,3941.0975949068907
ACRELANDIA,IPATINGA,3814.9093559625812
ACRELANDIA,IPIACU,2798.218526357641
ACRELANDIA,IPUIUNA,3501.41495526719
ACRELANDIA,IRAI DE MINAS,3136.6113831490297
ACRELANDIA,ITABIRA,3730.209119614576
ACRELANDIA,ITABIRINHA DE MANTENA,3950.872828855637
ACRELANDIA,ITABIRITO,3687.6848493250536
ACRELANDIA,ITACAMBIRA,3606.361138982809
ACRELANDIA,ITACARAMBI,3430.907310611539
ACRELANDIA,ITAGUARA,3607.025053271155
ACRELANDIA,ITAIPE,3846.834427279945
ACRELANDIA,ITAJUBA,3615.423212984045
ACRELANDIA,ITAMARANDIBA,3699.55468262357
ACRELANDIA,ITAMARATI DE MINAS,3882.2784010869464
ACRELANDIA,ITAMBACURI,3867.7965097433766
ACRELANDIA,ITAMBE DO MATO DENTRO,3706.7955228923206
ACRELANDIA,ITAMOGI,3324.7937733250187
ACRELANDIA,ITAMONTE,3677.0804497752456
ACRELANDIA,ITANHANDU,3670.3447500556854
ACRELANDIA,ITANHOMI,3891.4936713813086
ACRELANDIA,ITAOBIM,3840.903487639833
ACRELANDIA,ITAPAGIPE,2951.8148153439993
ACRELANDIA,ITAPECERICA,3529.024390286149
ACRELANDIA,ITAPEVA,3546.7636813442373
ACRELANDIA,ITATIAIUCU,3603.330854899771
ACRELANDIA,ITAU DE MINAS,3337.9453952786394
ACRELANDIA,ITAUNA,3576.9446679018142
ACRELANDIA,ITAVERAVA,3736.09695698102
ACRELANDIA,ITINGA,3805.930481030884
ACRELANDIA,ITUETA,3994.667878823965
ACRELANDIA,ITUIUTABA,2877.2905077521486
ACRELANDIA,ITUMIRIM,3613.05522207527
ACRELANDIA,ITURAMA,2838.5113727010253
ACRELANDIA,ITUTINGA,3639.684111730952
ACRELANDIA,JABOTICATUBAS,3655.9472183182997
ACRELANDIA,JACINTO,3999.572143073835
ACRELANDIA,JACUI,3358.0505637846923
ACRELANDIA,JACUTINGA,3464.1267814694847
ACRELANDIA,JAGUARACU,3794.331473530114
ACRELANDIA,JAIBA,3497.137658936024
ACRELANDIA,JAMPRUCA,3868.738521291296
ACRELANDIA,JANAUBA,3563.4545691870744
ACRELANDIA,JANUARIA,3403.6571293039337
ACRELANDIA,JAPARAIBA,3460.1815672355942
ACRELANDIA,JAPONVAR,3432.698300406624
ACRELANDIA,JECEABA,3680.02089673979
ACRELANDIA,JENIPAPO DE MINAS,3753.23405350101
ACRELANDIA,JEQUERI,3848.0852246109166
ACRELANDIA,JEQUITAI,3455.214694893719
ACRELANDIA,JEQUITIBA,3604.3226653018023
ACRELANDIA,JEQUITINHONHA,3907.383988024234
ACRELANDIA,JESUANIA,3605.2739408454186
ACRELANDIA,JOAIMA,3909.846014392464
ACRELANDIA,JOANESIA,3782.244635055016
ACRELANDIA,JOAO MONLEVADE,3747.099752242481
ACRELANDIA,JOAO PINHEIRO,3241.471262567713
ACRELANDIA,JOAQUIM FELICIO,3514.249352780714
ACRELANDIA,JORDANIA,4010.2673221907403
ACRELANDIA,JOSE GONCALVES DE MINAS,3698.032847917518
ACRELANDIA,JOSE RAYDAN,3763.8556440721522
ACRELANDIA,JOSENOPOLIS,3698.3191600232194
ACRELANDIA,JUATUBA,3600.3057269820747
ACRELANDIA,JUIZ DE FORA,3834.1356836612667
ACRELANDIA,JURAMENTO,3559.217470499123
ACRELANDIA,JURUAIA,3395.6476154530355
ACRELANDIA,JUVENILIA,3399.603473984317
ACRELANDIA,LADAINHA,3845.5578299832914
ACRELANDIA,LAGAMAR,3178.4233714460224
ACRELANDIA,LAGOA DA PRATA,3447.8662021568393
ACRELANDIA,LAGOA DOS PATOS,3425.75447065275
ACRELANDIA,LAGOA DOURADA,3690.584984634215
ACRELANDIA,LAGOA FORMOSA,3263.8577547313876
ACRELANDIA,LAGOA GRANDE,3199.9477926896584
ACRELANDIA,LAGOA SANTA,3641.7815131541843
ACRELANDIA,LAJINHA,3970.178775181789
ACRELANDIA,LAMBARI,3596.4699874276093
ACRELANDIA,LAMIM,3761.130001950656
ACRELANDIA,LARANJAL,3923.8199376415614
ACRELANDIA,LASSANCE,3465.35500143699
ACRELANDIA,LAVRAS,3592.1294197361685
ACRELANDIA,LEANDRO FERREIRA,3497.7702292136187
ACRELANDIA,LEME DO PRADO,3691.936911330277
ACRELANDIA,LEOPOLDINA,3911.1651103644917
ACRELANDIA,LIBERDADE,3728.172730024248
ACRELANDIA,LIMA DUARTE,3783.3127764332016
ACRELANDIA,LIMEIRA DO OESTE,2777.9349091648924
ACRELANDIA,LONTRA,3425.48544013956
ACRELANDIA,LUISBURGO,3921.3003502702118
ACRELANDIA,LUISLANDIA,3393.24384970578
ACRELANDIA,LUMINARIAS,3622.113262624636
ACRELANDIA,LUZ,3416.7408856284715
ACRELANDIA,MACHACALIS,3968.1237115359554
ACRELANDIA,MACHADO,3505.2390019205277
ACRELANDIA,MADRE DE DEUS DE MINAS,3692.2509345383505
ACRELANDIA,MALACACHETA,3806.5806251481977
ACRELANDIA,MAMONAS,3593.605654312058
ACRELANDIA,MANGA,3444.4257917043974
ACRELANDIA,MANHUACU,3920.7703522082734
ACRELANDIA,MANHUMIRIM,3936.4708679985024
ACRELANDIA,MANTENA,3994.133051066264
ACRELANDIA,MAR DE ESPANHA,3883.5235791105947
ACRELANDIA,MARAVILHAS,3532.7862022340396
ACRELANDIA,MARIA DA FE,3616.8022330161957
ACRELANDIA,MARIANA,3745.364243850573
ACRELANDIA,MARILAC,3832.159992688899
ACRELANDIA,MARIO CAMPOS,3626.8263102480432
ACRELANDIA,MARIPA DE MINAS,3880.893394746526
ACRELANDIA,MARLIERIA,3800.492884727002
ACRELANDIA,MARMELOPOLIS,3652.385667000946
ACRELANDIA,MARTINHO CAMPOS,3449.102477366321
ACRELANDIA,MARTINS SOARES,3941.976187828261
ACRELANDIA,MATA VERDE,3923.501798776657
ACRELANDIA,MATERLANDIA,3697.334256996002
ACRELANDIA,MATEUS LEME,3591.49247473026
ACRELANDIA,MATHIAS LOBATO,3860.5562005199604
ACRELANDIA,MATIAS BARBOSA,3845.381605842403
ACRELANDIA,MATIAS CARDOSO,3448.429259018906
ACRELANDIA,MATIPO,3881.29892782323
ACRELANDIA,MATO VERDE,3614.0161348396387
ACRELANDIA,MATOZINHOS,3612.9316248172663
ACRELANDIA,MATUTINA,3346.8744586446787
ACRELANDIA,MEDEIROS,3358.1826805282885
ACRELANDIA,MEDINA,3834.779644078788
ACRELANDIA,MENDES PIMENTEL,3931.767151754302
ACRELANDIA,MERCES,3801.142663005785
ACRELANDIA,MESQUITA,3794.027698547689
ACRELANDIA,MINAS NOVAS,3710.6128183521564
ACRELANDIA,MINDURI,3670.896798417086
ACRELANDIA,MIRABELA,3457.3637396399204
ACRELANDIA,MIRADOURO,3913.819462324146
ACRELANDIA,MIRAI,3895.436074082566
ACRELANDIA,MIRAVANIA,3376.953923978158
ACRELANDIA,MOEDA,3659.514414588961
ACRELANDIA,MOEMA,3454.216722374147
ACRELANDIA,MONJOLOS,3547.9715264648553
ACRELANDIA,MONSENHOR PAULO,3557.901420548864
ACRELANDIA,MONTALVANIA,3374.6325394191676
ACRELANDIA,MONTE ALEGRE DE MINAS,2945.8167922700522
ACRELANDIA,MONTE AZUL,3606.1805092274512
ACRELANDIA,MONTE BELO,3426.5791068547273
ACRELANDIA,MONTE CARMELO,3117.4470781926852
ACRELANDIA,MONTE FORMOSO,3885.602487410665
ACRELANDIA,MONTE SANTO DE MINAS,3340.5813121255974
ACRELANDIA,MONTE SIAO,3480.065173558604
ACRELANDIA,MONTES CLAROS,3516.1514848295687
ACRELANDIA,MONTEZUMA,3660.9358119666053
ACRELANDIA,MORADA NOVA DE MINAS,3394.562260130136
ACRELANDIA,MORRO DA GARCA,3492.2300837444977
ACRELANDIA,MORRO DO PILAR,3690.1883109211567
ACRELANDIA,MUNHOZ,3518.7490177624277
ACRELANDIA,MURIAE,3924.4912255993754
ACRELANDIA,MUTUM,3978.5922253977146
ACRELANDIA,MUZAMBINHO,3410.1274300644222
ACRELANDIA,NACIP RAYDAN,3808.186413600317
ACRELANDIA,NANUQUE,4044.2526598387335
ACRELANDIA,NAQUE,3832.1877058212904
ACRELANDIA,NATALANDIA,3141.939752556956
ACRELANDIA,NATERCIA,3587.0252040828746
ACRELANDIA,NAZARENO,3639.7510025770102
ACRELANDIA,NEPOMUCENO,3562.38640930379
ACRELANDIA,NINHEIRA,3770.3738974509206
ACRELANDIA,NOVA BELEM,3977.377640606225
ACRELANDIA,NOVA ERA,3762.601150005535
ACRELANDIA,NOVA LIMA,3667.616047457258
ACRELANDIA,NOVA MODICA,3908.5700385155433
ACRELANDIA,NOVA PONTE,3117.0246308381957
ACRELANDIA,NOVA PORTEIRINHA,3563.4545691870744
ACRELANDIA,NOVA RESENDE,3405.502589767711
ACRELANDIA,NOVA SERRANA,3512.040932395305
ACRELANDIA,NOVA UNIAO,3686.5181873624824
ACRELANDIA,NOVO CRUZEIRO,3819.839606544645
ACRELANDIA,NOVO ORIENTE DE MINAS,3909.80762708447
ACRELANDIA,NOVORIZONTE,3697.0718420824564
ACRELANDIA,OLARIA,3766.89238194457
ACRELANDIA,OLHOS-D'AGUA,3581.754695275194
ACRELANDIA,OLIMPIO NORONHA,3613.773747626027
ACRELANDIA,OLIVEIRA,3580.9112873874424
ACRELANDIA,OLIVEIRA FORTES,3795.3018266034474
ACRELANDIA,ONCA DE PITANGUI,3527.743024826701
ACRELANDIA,ORATORIOS,3828.6194030297806
ACRELANDIA,ORIZANIA,3909.9387823010748
ACRELANDIA,OURO BRANCO,3717.1717859972523
ACRELANDIA,OURO FINO,3494.424092073333
ACRELANDIA,OURO PRETO,3728.62863574213
ACRELANDIA,OURO VERDE DE MINAS,3925.8667399289116
ACRELANDIA,PADRE CARVALHO,3692.4425632229836
ACRELANDIA,PADRE PARAISO,3854.7857543116584
ACRELANDIA,PAI PEDRO,3588.9300816455016
ACRELANDIA,PAINEIRAS,3386.1990572115
ACRELANDIA,PAINS,3453.4933419171816
ACRELANDIA,PAIVA,3797.4578277014393
ACRELANDIA,PALMA,3944.506789772221
ACRELANDIA,PALMOPOLIS,3998.160928840743
ACRELANDIA,PAPAGAIOS,3519.7621811030745
ACRELANDIA,PARA DE MINAS,3561.2140020817346
ACRELANDIA,PARACATU,3121.6468337361925
ACRELANDIA,PARAGUACU,3520.03024605475
ACRELANDIA,PARAISOPOLIS,3584.4732700135573
ACRELANDIA,PARAOPEBA,3555.7997243347545
ACRELANDIA,PASSA QUATRO,3673.5179736238283
ACRELANDIA,PASSA TEMPO,3621.0026091086484
ACRELANDIA,PASSA VINTE,3751.253185625832
ACRELANDIA,PASSABEM,3729.2057479915043
ACRELANDIA,PASSOS,3354.250537597792
ACRELANDIA,PATIS,3462.09967025335
ACRELANDIA,PATOS DE MINAS,3238.380081165963
ACRELANDIA,PATROCINIO,3195.7247971424877
ACRELANDIA,PATROCINIO DO MURIAE,3945.1056891388876
ACRELANDIA,PAULA CANDIDO,3829.312378491288
ACRELANDIA,PAULISTAS,3722.3384616479007
ACRELANDIA,PAVAO,3940.7993499428135
ACRELANDIA,PECANHA,3769.8101914111453
ACRELANDIA,PEDRA AZUL,3853.9204561034985
ACRELANDIA,PEDRA BONITA,3895.200298800478
ACRELANDIA,PEDRA DO ANTA,3849.068725694985
ACRELANDIA,PEDRA DO INDAIA,3505.5291805617917
ACRELANDIA,PEDRA DOURADA,3935.4011684474303
ACRELANDIA,PEDRALVA,3601.544125406235
ACRELANDIA,PEDRAS DE MARIA DA CRUZ,3403.130049933859
ACRELANDIA,PEDRINOPOLIS,3151.0162120862537
ACRELANDIA,PEDRO LEOPOLDO,3621.3966447088073
ACRELANDIA,PEDRO TEIXEIRA,3780.873006284148
ACRELANDIA,PEQUERI,3867.690101057197
ACRELANDIA,PEQUI,3541.949062754436
